image,mask
ORIGA/train/image/044.jpg,ORIGA/train/mask/044.png
ORIGA/train/image/045.jpg,ORIGA/train/mask/045.png
ORIGA/train/image/046.jpg,ORIGA/train/mask/046.png
ORIGA/train/image/047.jpg,ORIGA/train/mask/047.png
ORIGA/train/image/048.jpg,ORIGA/train/mask/048.png
ORIGA/train/image/049.jpg,ORIGA/train/mask/049.png
ORIGA/train/image/050.jpg,ORIGA/train/mask/050.png
ORIGA/train/image/051.jpg,ORIGA/train/mask/051.png
ORIGA/train/image/052.jpg,ORIGA/train/mask/052.png
ORIGA/train/image/053.jpg,ORIGA/train/mask/053.png
ORIGA/train/image/054.jpg,ORIGA/train/mask/054.png
ORIGA/train/image/055.jpg,ORIGA/train/mask/055.png
ORIGA/train/image/056.jpg,ORIGA/train/mask/056.png
ORIGA/train/image/057.jpg,ORIGA/train/mask/057.png
ORIGA/train/image/058.jpg,ORIGA/train/mask/058.png
ORIGA/train/image/059.jpg,ORIGA/train/mask/059.png
ORIGA/train/image/060.jpg,ORIGA/train/mask/060.png
ORIGA/train/image/061.jpg,ORIGA/train/mask/061.png
ORIGA/train/image/062.jpg,ORIGA/train/mask/062.png
ORIGA/train/image/063.jpg,ORIGA/train/mask/063.png
ORIGA/train/image/064.jpg,ORIGA/train/mask/064.png
ORIGA/train/image/065.jpg,ORIGA/train/mask/065.png
ORIGA/train/image/066.jpg,ORIGA/train/mask/066.png
ORIGA/train/image/067.jpg,ORIGA/train/mask/067.png
ORIGA/train/image/068.jpg,ORIGA/train/mask/068.png
ORIGA/train/image/069.jpg,ORIGA/train/mask/069.png
ORIGA/train/image/070.jpg,ORIGA/train/mask/070.png
ORIGA/train/image/071.jpg,ORIGA/train/mask/071.png
ORIGA/train/image/072.jpg,ORIGA/train/mask/072.png
ORIGA/train/image/073.jpg,ORIGA/train/mask/073.png
ORIGA/train/image/074.jpg,ORIGA/train/mask/074.png
ORIGA/train/image/075.jpg,ORIGA/train/mask/075.png
ORIGA/train/image/076.jpg,ORIGA/train/mask/076.png
ORIGA/train/image/077.jpg,ORIGA/train/mask/077.png
ORIGA/train/image/078.jpg,ORIGA/train/mask/078.png
ORIGA/train/image/079.jpg,ORIGA/train/mask/079.png
ORIGA/train/image/080.jpg,ORIGA/train/mask/080.png
ORIGA/train/image/081.jpg,ORIGA/train/mask/081.png
ORIGA/train/image/082.jpg,ORIGA/train/mask/082.png
ORIGA/train/image/083.jpg,ORIGA/train/mask/083.png
ORIGA/train/image/084.jpg,ORIGA/train/mask/084.png
ORIGA/train/image/085.jpg,ORIGA/train/mask/085.png
ORIGA/train/image/086.jpg,ORIGA/train/mask/086.png
ORIGA/train/image/087.jpg,ORIGA/train/mask/087.png
ORIGA/train/image/088.jpg,ORIGA/train/mask/088.png
ORIGA/train/image/089.jpg,ORIGA/train/mask/089.png
ORIGA/train/image/090.jpg,ORIGA/train/mask/090.png
ORIGA/train/image/091.jpg,ORIGA/train/mask/091.png
ORIGA/train/image/092.jpg,ORIGA/train/mask/092.png
ORIGA/train/image/093.jpg,ORIGA/train/mask/093.png
ORIGA/train/image/094.jpg,ORIGA/train/mask/094.png
ORIGA/train/image/095.jpg,ORIGA/train/mask/095.png
ORIGA/train/image/096.jpg,ORIGA/train/mask/096.png
ORIGA/train/image/097.jpg,ORIGA/train/mask/097.png
ORIGA/train/image/098.jpg,ORIGA/train/mask/098.png
ORIGA/train/image/099.jpg,ORIGA/train/mask/099.png
ORIGA/train/image/100.jpg,ORIGA/train/mask/100.png
ORIGA/train/image/101.jpg,ORIGA/train/mask/101.png
ORIGA/train/image/102.jpg,ORIGA/train/mask/102.png
ORIGA/train/image/103.jpg,ORIGA/train/mask/103.png
ORIGA/train/image/104.jpg,ORIGA/train/mask/104.png
ORIGA/train/image/105.jpg,ORIGA/train/mask/105.png
ORIGA/train/image/106.jpg,ORIGA/train/mask/106.png
ORIGA/train/image/107.jpg,ORIGA/train/mask/107.png
ORIGA/train/image/108.jpg,ORIGA/train/mask/108.png
ORIGA/train/image/109.jpg,ORIGA/train/mask/109.png
ORIGA/train/image/110.jpg,ORIGA/train/mask/110.png
ORIGA/train/image/111.jpg,ORIGA/train/mask/111.png
ORIGA/train/image/112.jpg,ORIGA/train/mask/112.png
ORIGA/train/image/113.jpg,ORIGA/train/mask/113.png
ORIGA/train/image/114.jpg,ORIGA/train/mask/114.png
ORIGA/train/image/115.jpg,ORIGA/train/mask/115.png
ORIGA/train/image/116.jpg,ORIGA/train/mask/116.png
ORIGA/train/image/117.jpg,ORIGA/train/mask/117.png
ORIGA/train/image/118.jpg,ORIGA/train/mask/118.png
ORIGA/train/image/119.jpg,ORIGA/train/mask/119.png
ORIGA/train/image/120.jpg,ORIGA/train/mask/120.png
ORIGA/train/image/121.jpg,ORIGA/train/mask/121.png
ORIGA/train/image/122.jpg,ORIGA/train/mask/122.png
ORIGA/train/image/123.jpg,ORIGA/train/mask/123.png
ORIGA/train/image/124.jpg,ORIGA/train/mask/124.png
ORIGA/train/image/125.jpg,ORIGA/train/mask/125.png
ORIGA/train/image/126.jpg,ORIGA/train/mask/126.png
ORIGA/train/image/127.jpg,ORIGA/train/mask/127.png
ORIGA/train/image/128.jpg,ORIGA/train/mask/128.png
ORIGA/train/image/129.jpg,ORIGA/train/mask/129.png
ORIGA/train/image/130.jpg,ORIGA/train/mask/130.png
ORIGA/train/image/131.jpg,ORIGA/train/mask/131.png
ORIGA/train/image/132.jpg,ORIGA/train/mask/132.png
ORIGA/train/image/133.jpg,ORIGA/train/mask/133.png
ORIGA/train/image/134.jpg,ORIGA/train/mask/134.png
ORIGA/train/image/135.jpg,ORIGA/train/mask/135.png
ORIGA/train/image/136.jpg,ORIGA/train/mask/136.png
ORIGA/train/image/137.jpg,ORIGA/train/mask/137.png
ORIGA/train/image/138.jpg,ORIGA/train/mask/138.png
ORIGA/train/image/139.jpg,ORIGA/train/mask/139.png
ORIGA/train/image/140.jpg,ORIGA/train/mask/140.png
ORIGA/train/image/141.jpg,ORIGA/train/mask/141.png
ORIGA/train/image/142.jpg,ORIGA/train/mask/142.png
ORIGA/train/image/143.jpg,ORIGA/train/mask/143.png
ORIGA/train/image/144.jpg,ORIGA/train/mask/144.png
ORIGA/train/image/145.jpg,ORIGA/train/mask/145.png
ORIGA/train/image/146.jpg,ORIGA/train/mask/146.png
ORIGA/train/image/147.jpg,ORIGA/train/mask/147.png
ORIGA/train/image/148.jpg,ORIGA/train/mask/148.png
ORIGA/train/image/149.jpg,ORIGA/train/mask/149.png
ORIGA/train/image/150.jpg,ORIGA/train/mask/150.png
ORIGA/train/image/151.jpg,ORIGA/train/mask/151.png
ORIGA/train/image/152.jpg,ORIGA/train/mask/152.png
ORIGA/train/image/153.jpg,ORIGA/train/mask/153.png
ORIGA/train/image/154.jpg,ORIGA/train/mask/154.png
ORIGA/train/image/155.jpg,ORIGA/train/mask/155.png
ORIGA/train/image/156.jpg,ORIGA/train/mask/156.png
ORIGA/train/image/157.jpg,ORIGA/train/mask/157.png
ORIGA/train/image/158.jpg,ORIGA/train/mask/158.png
ORIGA/train/image/159.jpg,ORIGA/train/mask/159.png
ORIGA/train/image/160.jpg,ORIGA/train/mask/160.png
ORIGA/train/image/161.jpg,ORIGA/train/mask/161.png
ORIGA/train/image/162.jpg,ORIGA/train/mask/162.png
ORIGA/train/image/163.jpg,ORIGA/train/mask/163.png
ORIGA/train/image/164.jpg,ORIGA/train/mask/164.png
ORIGA/train/image/165.jpg,ORIGA/train/mask/165.png
ORIGA/train/image/166.jpg,ORIGA/train/mask/166.png
ORIGA/train/image/167.jpg,ORIGA/train/mask/167.png
ORIGA/train/image/168.jpg,ORIGA/train/mask/168.png
ORIGA/train/image/169.jpg,ORIGA/train/mask/169.png
ORIGA/train/image/170.jpg,ORIGA/train/mask/170.png
ORIGA/train/image/171.jpg,ORIGA/train/mask/171.png
ORIGA/train/image/172.jpg,ORIGA/train/mask/172.png
ORIGA/train/image/173.jpg,ORIGA/train/mask/173.png
ORIGA/train/image/174.jpg,ORIGA/train/mask/174.png
ORIGA/train/image/175.jpg,ORIGA/train/mask/175.png
ORIGA/train/image/176.jpg,ORIGA/train/mask/176.png
ORIGA/train/image/177.jpg,ORIGA/train/mask/177.png
ORIGA/train/image/178.jpg,ORIGA/train/mask/178.png
ORIGA/train/image/179.jpg,ORIGA/train/mask/179.png
ORIGA/train/image/180.jpg,ORIGA/train/mask/180.png
ORIGA/train/image/181.jpg,ORIGA/train/mask/181.png
ORIGA/train/image/182.jpg,ORIGA/train/mask/182.png
ORIGA/train/image/183.jpg,ORIGA/train/mask/183.png
ORIGA/train/image/184.jpg,ORIGA/train/mask/184.png
ORIGA/train/image/185.jpg,ORIGA/train/mask/185.png
ORIGA/train/image/186.jpg,ORIGA/train/mask/186.png
ORIGA/train/image/187.jpg,ORIGA/train/mask/187.png
ORIGA/train/image/188.jpg,ORIGA/train/mask/188.png
ORIGA/train/image/189.jpg,ORIGA/train/mask/189.png
ORIGA/train/image/190.jpg,ORIGA/train/mask/190.png
ORIGA/train/image/191.jpg,ORIGA/train/mask/191.png
ORIGA/train/image/192.jpg,ORIGA/train/mask/192.png
ORIGA/train/image/193.jpg,ORIGA/train/mask/193.png
ORIGA/train/image/194.jpg,ORIGA/train/mask/194.png
ORIGA/train/image/195.jpg,ORIGA/train/mask/195.png
ORIGA/train/image/196.jpg,ORIGA/train/mask/196.png
ORIGA/train/image/197.jpg,ORIGA/train/mask/197.png
ORIGA/train/image/198.jpg,ORIGA/train/mask/198.png
ORIGA/train/image/199.jpg,ORIGA/train/mask/199.png
ORIGA/train/image/200.jpg,ORIGA/train/mask/200.png
ORIGA/train/image/201.jpg,ORIGA/train/mask/201.png
ORIGA/train/image/202.jpg,ORIGA/train/mask/202.png
ORIGA/train/image/203.jpg,ORIGA/train/mask/203.png
ORIGA/train/image/204.jpg,ORIGA/train/mask/204.png
ORIGA/train/image/205.jpg,ORIGA/train/mask/205.png
ORIGA/train/image/206.jpg,ORIGA/train/mask/206.png
ORIGA/train/image/207.jpg,ORIGA/train/mask/207.png
ORIGA/train/image/208.jpg,ORIGA/train/mask/208.png
ORIGA/train/image/209.jpg,ORIGA/train/mask/209.png
ORIGA/train/image/210.jpg,ORIGA/train/mask/210.png
ORIGA/train/image/211.jpg,ORIGA/train/mask/211.png
ORIGA/train/image/212.jpg,ORIGA/train/mask/212.png
ORIGA/train/image/213.jpg,ORIGA/train/mask/213.png
ORIGA/train/image/214.jpg,ORIGA/train/mask/214.png
ORIGA/train/image/215.jpg,ORIGA/train/mask/215.png
ORIGA/train/image/216.jpg,ORIGA/train/mask/216.png
ORIGA/train/image/217.jpg,ORIGA/train/mask/217.png
ORIGA/train/image/218.jpg,ORIGA/train/mask/218.png
ORIGA/train/image/219.jpg,ORIGA/train/mask/219.png
ORIGA/train/image/220.jpg,ORIGA/train/mask/220.png
ORIGA/train/image/221.jpg,ORIGA/train/mask/221.png
ORIGA/train/image/222.jpg,ORIGA/train/mask/222.png
ORIGA/train/image/223.jpg,ORIGA/train/mask/223.png
ORIGA/train/image/224.jpg,ORIGA/train/mask/224.png
ORIGA/train/image/225.jpg,ORIGA/train/mask/225.png
ORIGA/train/image/226.jpg,ORIGA/train/mask/226.png
ORIGA/train/image/227.jpg,ORIGA/train/mask/227.png
ORIGA/train/image/228.jpg,ORIGA/train/mask/228.png
ORIGA/train/image/229.jpg,ORIGA/train/mask/229.png
ORIGA/train/image/230.jpg,ORIGA/train/mask/230.png
ORIGA/train/image/231.jpg,ORIGA/train/mask/231.png
ORIGA/train/image/232.jpg,ORIGA/train/mask/232.png
ORIGA/train/image/233.jpg,ORIGA/train/mask/233.png
ORIGA/train/image/234.jpg,ORIGA/train/mask/234.png
ORIGA/train/image/235.jpg,ORIGA/train/mask/235.png
ORIGA/train/image/236.jpg,ORIGA/train/mask/236.png
ORIGA/train/image/237.jpg,ORIGA/train/mask/237.png
ORIGA/train/image/238.jpg,ORIGA/train/mask/238.png
ORIGA/train/image/239.jpg,ORIGA/train/mask/239.png
ORIGA/train/image/240.jpg,ORIGA/train/mask/240.png
ORIGA/train/image/241.jpg,ORIGA/train/mask/241.png
ORIGA/train/image/242.jpg,ORIGA/train/mask/242.png
ORIGA/train/image/243.jpg,ORIGA/train/mask/243.png
ORIGA/train/image/244.jpg,ORIGA/train/mask/244.png
ORIGA/train/image/245.jpg,ORIGA/train/mask/245.png
ORIGA/train/image/246.jpg,ORIGA/train/mask/246.png
ORIGA/train/image/247.jpg,ORIGA/train/mask/247.png
ORIGA/train/image/248.jpg,ORIGA/train/mask/248.png
ORIGA/train/image/249.jpg,ORIGA/train/mask/249.png
ORIGA/train/image/250.jpg,ORIGA/train/mask/250.png
ORIGA/train/image/251.jpg,ORIGA/train/mask/251.png
ORIGA/train/image/252.jpg,ORIGA/train/mask/252.png
ORIGA/train/image/253.jpg,ORIGA/train/mask/253.png
ORIGA/train/image/254.jpg,ORIGA/train/mask/254.png
ORIGA/train/image/255.jpg,ORIGA/train/mask/255.png
ORIGA/train/image/256.jpg,ORIGA/train/mask/256.png
ORIGA/train/image/257.jpg,ORIGA/train/mask/257.png
ORIGA/train/image/258.jpg,ORIGA/train/mask/258.png
ORIGA/train/image/259.jpg,ORIGA/train/mask/259.png
ORIGA/train/image/260.jpg,ORIGA/train/mask/260.png
ORIGA/train/image/261.jpg,ORIGA/train/mask/261.png
ORIGA/train/image/262.jpg,ORIGA/train/mask/262.png
ORIGA/train/image/263.jpg,ORIGA/train/mask/263.png
ORIGA/train/image/264.jpg,ORIGA/train/mask/264.png
ORIGA/train/image/265.jpg,ORIGA/train/mask/265.png
ORIGA/train/image/266.jpg,ORIGA/train/mask/266.png
ORIGA/train/image/267.jpg,ORIGA/train/mask/267.png
ORIGA/train/image/268.jpg,ORIGA/train/mask/268.png
ORIGA/train/image/269.jpg,ORIGA/train/mask/269.png
ORIGA/train/image/270.jpg,ORIGA/train/mask/270.png
ORIGA/train/image/271.jpg,ORIGA/train/mask/271.png
ORIGA/train/image/272.jpg,ORIGA/train/mask/272.png
ORIGA/train/image/273.jpg,ORIGA/train/mask/273.png
ORIGA/train/image/274.jpg,ORIGA/train/mask/274.png
ORIGA/train/image/275.jpg,ORIGA/train/mask/275.png
ORIGA/train/image/276.jpg,ORIGA/train/mask/276.png
ORIGA/train/image/277.jpg,ORIGA/train/mask/277.png
ORIGA/train/image/278.jpg,ORIGA/train/mask/278.png
ORIGA/train/image/279.jpg,ORIGA/train/mask/279.png
ORIGA/train/image/280.jpg,ORIGA/train/mask/280.png
ORIGA/train/image/281.jpg,ORIGA/train/mask/281.png
ORIGA/train/image/282.jpg,ORIGA/train/mask/282.png
ORIGA/train/image/283.jpg,ORIGA/train/mask/283.png
ORIGA/train/image/284.jpg,ORIGA/train/mask/284.png
ORIGA/train/image/285.jpg,ORIGA/train/mask/285.png
ORIGA/train/image/286.jpg,ORIGA/train/mask/286.png
ORIGA/train/image/287.jpg,ORIGA/train/mask/287.png
ORIGA/train/image/288.jpg,ORIGA/train/mask/288.png
ORIGA/train/image/289.jpg,ORIGA/train/mask/289.png
ORIGA/train/image/290.jpg,ORIGA/train/mask/290.png
ORIGA/train/image/291.jpg,ORIGA/train/mask/291.png
ORIGA/train/image/292.jpg,ORIGA/train/mask/292.png
ORIGA/train/image/293.jpg,ORIGA/train/mask/293.png
ORIGA/train/image/294.jpg,ORIGA/train/mask/294.png
ORIGA/train/image/295.jpg,ORIGA/train/mask/295.png
ORIGA/train/image/296.jpg,ORIGA/train/mask/296.png
ORIGA/train/image/297.jpg,ORIGA/train/mask/297.png
ORIGA/train/image/298.jpg,ORIGA/train/mask/298.png
ORIGA/train/image/299.jpg,ORIGA/train/mask/299.png
ORIGA/train/image/300.jpg,ORIGA/train/mask/300.png
ORIGA/train/image/301.jpg,ORIGA/train/mask/301.png
ORIGA/train/image/302.jpg,ORIGA/train/mask/302.png
ORIGA/train/image/303.jpg,ORIGA/train/mask/303.png
ORIGA/train/image/304.jpg,ORIGA/train/mask/304.png
ORIGA/train/image/305.jpg,ORIGA/train/mask/305.png
ORIGA/train/image/306.jpg,ORIGA/train/mask/306.png
ORIGA/train/image/307.jpg,ORIGA/train/mask/307.png
ORIGA/train/image/308.jpg,ORIGA/train/mask/308.png
ORIGA/train/image/309.jpg,ORIGA/train/mask/309.png
ORIGA/train/image/310.jpg,ORIGA/train/mask/310.png
ORIGA/train/image/311.jpg,ORIGA/train/mask/311.png
ORIGA/train/image/312.jpg,ORIGA/train/mask/312.png
ORIGA/train/image/313.jpg,ORIGA/train/mask/313.png
ORIGA/train/image/314.jpg,ORIGA/train/mask/314.png
ORIGA/train/image/315.jpg,ORIGA/train/mask/315.png
ORIGA/train/image/316.jpg,ORIGA/train/mask/316.png
ORIGA/train/image/317.jpg,ORIGA/train/mask/317.png
ORIGA/train/image/318.jpg,ORIGA/train/mask/318.png
ORIGA/train/image/319.jpg,ORIGA/train/mask/319.png
ORIGA/train/image/320.jpg,ORIGA/train/mask/320.png
ORIGA/train/image/321.jpg,ORIGA/train/mask/321.png
ORIGA/train/image/322.jpg,ORIGA/train/mask/322.png
ORIGA/train/image/323.jpg,ORIGA/train/mask/323.png
ORIGA/train/image/324.jpg,ORIGA/train/mask/324.png
ORIGA/train/image/325.jpg,ORIGA/train/mask/325.png
ORIGA/train/image/326.jpg,ORIGA/train/mask/326.png
ORIGA/train/image/327.jpg,ORIGA/train/mask/327.png
ORIGA/train/image/328.jpg,ORIGA/train/mask/328.png
ORIGA/train/image/329.jpg,ORIGA/train/mask/329.png
ORIGA/train/image/330.jpg,ORIGA/train/mask/330.png
ORIGA/train/image/331.jpg,ORIGA/train/mask/331.png
ORIGA/train/image/332.jpg,ORIGA/train/mask/332.png
ORIGA/train/image/333.jpg,ORIGA/train/mask/333.png
ORIGA/train/image/334.jpg,ORIGA/train/mask/334.png
ORIGA/train/image/335.jpg,ORIGA/train/mask/335.png
ORIGA/train/image/336.jpg,ORIGA/train/mask/336.png
ORIGA/train/image/337.jpg,ORIGA/train/mask/337.png
ORIGA/train/image/338.jpg,ORIGA/train/mask/338.png
ORIGA/train/image/339.jpg,ORIGA/train/mask/339.png
ORIGA/train/image/340.jpg,ORIGA/train/mask/340.png
ORIGA/train/image/341.jpg,ORIGA/train/mask/341.png
ORIGA/train/image/342.jpg,ORIGA/train/mask/342.png
ORIGA/train/image/343.jpg,ORIGA/train/mask/343.png
ORIGA/train/image/344.jpg,ORIGA/train/mask/344.png
ORIGA/train/image/345.jpg,ORIGA/train/mask/345.png
ORIGA/train/image/346.jpg,ORIGA/train/mask/346.png
ORIGA/train/image/347.jpg,ORIGA/train/mask/347.png
ORIGA/train/image/348.jpg,ORIGA/train/mask/348.png
ORIGA/train/image/349.jpg,ORIGA/train/mask/349.png
ORIGA/train/image/350.jpg,ORIGA/train/mask/350.png
ORIGA/train/image/351.jpg,ORIGA/train/mask/351.png
ORIGA/train/image/352.jpg,ORIGA/train/mask/352.png
ORIGA/train/image/353.jpg,ORIGA/train/mask/353.png
ORIGA/train/image/354.jpg,ORIGA/train/mask/354.png
ORIGA/train/image/355.jpg,ORIGA/train/mask/355.png
ORIGA/train/image/356.jpg,ORIGA/train/mask/356.png
ORIGA/train/image/357.jpg,ORIGA/train/mask/357.png
ORIGA/train/image/358.jpg,ORIGA/train/mask/358.png
ORIGA/train/image/359.jpg,ORIGA/train/mask/359.png
ORIGA/train/image/360.jpg,ORIGA/train/mask/360.png
ORIGA/train/image/361.jpg,ORIGA/train/mask/361.png
ORIGA/train/image/362.jpg,ORIGA/train/mask/362.png
ORIGA/train/image/363.jpg,ORIGA/train/mask/363.png
ORIGA/train/image/364.jpg,ORIGA/train/mask/364.png
ORIGA/train/image/365.jpg,ORIGA/train/mask/365.png
ORIGA/train/image/366.jpg,ORIGA/train/mask/366.png
ORIGA/train/image/367.jpg,ORIGA/train/mask/367.png
ORIGA/train/image/368.jpg,ORIGA/train/mask/368.png
ORIGA/train/image/369.jpg,ORIGA/train/mask/369.png
ORIGA/train/image/370.jpg,ORIGA/train/mask/370.png
ORIGA/train/image/371.jpg,ORIGA/train/mask/371.png
ORIGA/train/image/372.jpg,ORIGA/train/mask/372.png
ORIGA/train/image/373.jpg,ORIGA/train/mask/373.png
ORIGA/train/image/374.jpg,ORIGA/train/mask/374.png
ORIGA/train/image/375.jpg,ORIGA/train/mask/375.png
ORIGA/train/image/376.jpg,ORIGA/train/mask/376.png
ORIGA/train/image/377.jpg,ORIGA/train/mask/377.png
ORIGA/train/image/378.jpg,ORIGA/train/mask/378.png
ORIGA/train/image/379.jpg,ORIGA/train/mask/379.png
ORIGA/train/image/380.jpg,ORIGA/train/mask/380.png
ORIGA/train/image/381.jpg,ORIGA/train/mask/381.png
ORIGA/train/image/382.jpg,ORIGA/train/mask/382.png
ORIGA/train/image/383.jpg,ORIGA/train/mask/383.png
ORIGA/train/image/384.jpg,ORIGA/train/mask/384.png
ORIGA/train/image/385.jpg,ORIGA/train/mask/385.png
ORIGA/train/image/386.jpg,ORIGA/train/mask/386.png
ORIGA/train/image/387.jpg,ORIGA/train/mask/387.png
ORIGA/train/image/388.jpg,ORIGA/train/mask/388.png
ORIGA/train/image/389.jpg,ORIGA/train/mask/389.png
ORIGA/train/image/390.jpg,ORIGA/train/mask/390.png
ORIGA/train/image/391.jpg,ORIGA/train/mask/391.png
ORIGA/train/image/392.jpg,ORIGA/train/mask/392.png
ORIGA/train/image/393.jpg,ORIGA/train/mask/393.png
ORIGA/train/image/394.jpg,ORIGA/train/mask/394.png
ORIGA/train/image/395.jpg,ORIGA/train/mask/395.png
ORIGA/train/image/396.jpg,ORIGA/train/mask/396.png
ORIGA/train/image/397.jpg,ORIGA/train/mask/397.png
ORIGA/train/image/398.jpg,ORIGA/train/mask/398.png
ORIGA/train/image/399.jpg,ORIGA/train/mask/399.png
ORIGA/train/image/400.jpg,ORIGA/train/mask/400.png
ORIGA/train/image/401.jpg,ORIGA/train/mask/401.png
ORIGA/train/image/402.jpg,ORIGA/train/mask/402.png
ORIGA/train/image/403.jpg,ORIGA/train/mask/403.png
ORIGA/train/image/404.jpg,ORIGA/train/mask/404.png
ORIGA/train/image/405.jpg,ORIGA/train/mask/405.png
ORIGA/train/image/406.jpg,ORIGA/train/mask/406.png
ORIGA/train/image/407.jpg,ORIGA/train/mask/407.png
ORIGA/train/image/408.jpg,ORIGA/train/mask/408.png
ORIGA/train/image/409.jpg,ORIGA/train/mask/409.png
ORIGA/train/image/410.jpg,ORIGA/train/mask/410.png
ORIGA/train/image/411.jpg,ORIGA/train/mask/411.png
ORIGA/train/image/412.jpg,ORIGA/train/mask/412.png
ORIGA/train/image/413.jpg,ORIGA/train/mask/413.png
ORIGA/train/image/414.jpg,ORIGA/train/mask/414.png
ORIGA/train/image/415.jpg,ORIGA/train/mask/415.png
ORIGA/train/image/416.jpg,ORIGA/train/mask/416.png
ORIGA/train/image/417.jpg,ORIGA/train/mask/417.png
ORIGA/train/image/418.jpg,ORIGA/train/mask/418.png
ORIGA/train/image/419.jpg,ORIGA/train/mask/419.png
ORIGA/train/image/420.jpg,ORIGA/train/mask/420.png
ORIGA/train/image/421.jpg,ORIGA/train/mask/421.png
ORIGA/train/image/422.jpg,ORIGA/train/mask/422.png
ORIGA/train/image/423.jpg,ORIGA/train/mask/423.png
ORIGA/train/image/424.jpg,ORIGA/train/mask/424.png
ORIGA/train/image/425.jpg,ORIGA/train/mask/425.png
ORIGA/train/image/426.jpg,ORIGA/train/mask/426.png
ORIGA/train/image/427.jpg,ORIGA/train/mask/427.png
ORIGA/train/image/428.jpg,ORIGA/train/mask/428.png
ORIGA/train/image/429.jpg,ORIGA/train/mask/429.png
ORIGA/train/image/430.jpg,ORIGA/train/mask/430.png
ORIGA/train/image/431.jpg,ORIGA/train/mask/431.png
ORIGA/train/image/432.jpg,ORIGA/train/mask/432.png
ORIGA/train/image/433.jpg,ORIGA/train/mask/433.png
ORIGA/train/image/434.jpg,ORIGA/train/mask/434.png
ORIGA/train/image/435.jpg,ORIGA/train/mask/435.png
ORIGA/train/image/436.jpg,ORIGA/train/mask/436.png
ORIGA/train/image/437.jpg,ORIGA/train/mask/437.png
ORIGA/train/image/438.jpg,ORIGA/train/mask/438.png
ORIGA/train/image/439.jpg,ORIGA/train/mask/439.png
ORIGA/train/image/440.jpg,ORIGA/train/mask/440.png
ORIGA/train/image/441.jpg,ORIGA/train/mask/441.png
ORIGA/train/image/442.jpg,ORIGA/train/mask/442.png
ORIGA/train/image/443.jpg,ORIGA/train/mask/443.png
ORIGA/train/image/444.jpg,ORIGA/train/mask/444.png
ORIGA/train/image/445.jpg,ORIGA/train/mask/445.png
ORIGA/train/image/446.jpg,ORIGA/train/mask/446.png
ORIGA/train/image/447.jpg,ORIGA/train/mask/447.png
ORIGA/train/image/448.jpg,ORIGA/train/mask/448.png
ORIGA/train/image/449.jpg,ORIGA/train/mask/449.png
ORIGA/train/image/450.jpg,ORIGA/train/mask/450.png
ORIGA/train/image/451.jpg,ORIGA/train/mask/451.png
