image,mask
RIM_ONE_r3/train/image/N-70-R.png,RIM_ONE_r3/train/mask/N-70-R.png
RIM_ONE_r3/train/image/N-71-L.png,RIM_ONE_r3/train/mask/N-71-L.png
RIM_ONE_r3/train/image/N-72-R.png,RIM_ONE_r3/train/mask/N-72-R.png
RIM_ONE_r3/train/image/N-73-R.png,RIM_ONE_r3/train/mask/N-73-R.png
RIM_ONE_r3/train/image/N-74-L.png,RIM_ONE_r3/train/mask/N-74-L.png
RIM_ONE_r3/train/image/N-75-R.png,RIM_ONE_r3/train/mask/N-75-R.png
RIM_ONE_r3/train/image/N-76-R.png,RIM_ONE_r3/train/mask/N-76-R.png
RIM_ONE_r3/train/image/N-79-L.png,RIM_ONE_r3/train/mask/N-79-L.png
RIM_ONE_r3/train/image/N-8-L.png,RIM_ONE_r3/train/mask/N-8-L.png
RIM_ONE_r3/train/image/N-80-R.png,RIM_ONE_r3/train/mask/N-80-R.png
RIM_ONE_r3/train/image/N-81-L.png,RIM_ONE_r3/train/mask/N-81-L.png
RIM_ONE_r3/train/image/N-82-R.png,RIM_ONE_r3/train/mask/N-82-R.png
RIM_ONE_r3/train/image/N-83-L.png,RIM_ONE_r3/train/mask/N-83-L.png
RIM_ONE_r3/train/image/N-84-R.png,RIM_ONE_r3/train/mask/N-84-R.png
RIM_ONE_r3/train/image/N-85-L.png,RIM_ONE_r3/train/mask/N-85-L.png
RIM_ONE_r3/train/image/N-86-R.png,RIM_ONE_r3/train/mask/N-86-R.png
RIM_ONE_r3/train/image/N-87-L.png,RIM_ONE_r3/train/mask/N-87-L.png
RIM_ONE_r3/train/image/N-88-R.png,RIM_ONE_r3/train/mask/N-88-R.png
RIM_ONE_r3/train/image/N-9-L.png,RIM_ONE_r3/train/mask/N-9-L.png
RIM_ONE_r3/train/image/N-90-R.png,RIM_ONE_r3/train/mask/N-90-R.png
RIM_ONE_r3/train/image/N-91-L.png,RIM_ONE_r3/train/mask/N-91-L.png
RIM_ONE_r3/train/image/N-92-R.png,RIM_ONE_r3/train/mask/N-92-R.png
RIM_ONE_r3/train/image/S-1-L.png,RIM_ONE_r3/train/mask/S-1-L.png
RIM_ONE_r3/train/image/S-10-R.png,RIM_ONE_r3/train/mask/S-10-R.png
RIM_ONE_r3/train/image/S-11-L.png,RIM_ONE_r3/train/mask/S-11-L.png
RIM_ONE_r3/train/image/S-12-L.png,RIM_ONE_r3/train/mask/S-12-L.png
RIM_ONE_r3/train/image/S-13-R.png,RIM_ONE_r3/train/mask/S-13-R.png
RIM_ONE_r3/train/image/S-14-R.png,RIM_ONE_r3/train/mask/S-14-R.png
RIM_ONE_r3/train/image/S-15-L.png,RIM_ONE_r3/train/mask/S-15-L.png
RIM_ONE_r3/train/image/S-16-R.png,RIM_ONE_r3/train/mask/S-16-R.png
RIM_ONE_r3/train/image/S-17-L.png,RIM_ONE_r3/train/mask/S-17-L.png
RIM_ONE_r3/train/image/S-18-L.png,RIM_ONE_r3/train/mask/S-18-L.png
RIM_ONE_r3/train/image/S-19-R.png,RIM_ONE_r3/train/mask/S-19-R.png
RIM_ONE_r3/train/image/S-20-L.png,RIM_ONE_r3/train/mask/S-20-L.png
RIM_ONE_r3/train/image/S-21-R.png,RIM_ONE_r3/train/mask/S-21-R.png
RIM_ONE_r3/train/image/S-22-L.png,RIM_ONE_r3/train/mask/S-22-L.png
RIM_ONE_r3/train/image/S-23-L.png,RIM_ONE_r3/train/mask/S-23-L.png
RIM_ONE_r3/train/image/S-24-R.png,RIM_ONE_r3/train/mask/S-24-R.png
RIM_ONE_r3/train/image/S-25-L.png,RIM_ONE_r3/train/mask/S-25-L.png
RIM_ONE_r3/train/image/S-26-R.png,RIM_ONE_r3/train/mask/S-26-R.png
RIM_ONE_r3/train/image/S-27-L.png,RIM_ONE_r3/train/mask/S-27-L.png
RIM_ONE_r3/train/image/S-28-R.png,RIM_ONE_r3/train/mask/S-28-R.png
